date,homeTeam,homeOdds,awayTeam,awayOdds
2019-12-28,Washington,140,NewYork,-160
2019-12-29,Denver,-350,Sacramento,275
2019-12-29,LALakers,-210,Dallas,175
2019-12-29,Memphis,-145,Charlotte,125
2019-12-29,NewOrleans,-220,Houston,180
2019-12-29,Toronto,-190,OklahomaCity,160
2019-12-30,Chicago,350,Milwaukee,-450
2019-12-30,Minnesota,170,Brooklyn,-200
2019-12-30,Orlando,-700,Atlanta,500
2019-12-30,Portland,-170,Phoenix,145
2019-12-30,Utah,-500,Detroit,375
2019-12-30,Washington,525,Miami,-750
2019-12-31,Charlotte,300,Boston,-400
2019-12-31,Houston,-280,Denver,230
2019-12-31,Indiana,-155,Philadelphia,135
2019-12-31,OklahomaCity,125,Dallas,-145
2019-12-31,Sacramento,230,LAClippers,-280
2019-12-31,SanAntonio,-750,GoldenState,525
2019-12-31,Toronto,-450,Cleveland,350
2020-01-01,LALakers,-750,Phoenix,525
2020-01-01,Milwaukee,-5000,Minnesota,1500
2020-01-01,NewYork,150,Portland,-180
2020-01-01,Washington,145,Orlando,-170
2020-01-02,Chicago,145,Utah,-170
2020-01-02,Cleveland,-130,Charlotte,110
2020-01-02,Dallas,-360,Brooklyn,280
2020-01-02,Indiana,-105,Denver,-115
2020-01-02,LAClippers,-1000,Detroit,650
2020-01-02,Miami,-220,Toronto,180
2020-01-02,Minnesota,-150,GoldenState,130
2020-01-02,Sacramento,-200,Memphis,170
2020-01-02,SanAntonio,-135,OklahomaCity,115
2020-01-03,Boston,-650,Atlanta,450
2020-01-03,Houston,-190,Philadelphia,160
2020-01-03,LALakers,-600,NewOrleans,425
2020-01-03,Orlando,-120,Miami,100
2020-01-03,Phoenix,-300,NewYork,240
2020-01-03,Washington,270,Portland,-340
2020-01-04,Atlanta,255,Indiana,-320
2020-01-04,Brooklyn,-130,Toronto,110
2020-01-04,Chicago,-115,Boston,-105
2020-01-04,Cleveland,240,OklahomaCity,-300
2020-01-04,Dallas,-800,Charlotte,550
2020-01-04,GoldenState,130,Detroit,-150
2020-01-04,LAClippers,-650,Memphis,450
2020-01-04,Milwaukee,-900,SanAntonio,600
2020-01-04,Orlando,145,Utah,-170
2020-01-04,Sacramento,-140,NewOrleans,120
2020-01-04,Washington,650,Denver,-1000
2020-01-05,Cleveland,210,Minnesota,-260
2020-01-05,LAClippers,-550,NewYork,400
2020-01-05,LALakers,-2000,Detroit,1000
2020-01-05,Miami,-230,Portland,185
2020-01-05,Phoenix,-300,Memphis,240
2020-01-06,Atlanta,260,Denver,-330
2020-01-06,Charlotte,215,Indiana,-265
2020-01-06,Dallas,-400,Chicago,300
2020-01-06,NewOrleans,150,Utah,-180
2020-01-06,Orlando,-220,Brooklyn,180
2020-01-06,Philadelphia,-340,OklahomaCity,270
2020-01-06,Sacramento,-600,GoldenState,425
2020-01-06,SanAntonio,300,Milwaukee,-400
2020-01-06,Washington,340,Boston,-440
2020-01-07,Brooklyn,-120,OklahomaCity,100
2020-01-07,Cleveland,145,Detroit,-170
2020-01-07,LALakers,-1600,NewYork,900
2020-01-07,Memphis,-190,Minnesota,160
2020-01-07,Phoenix,-280,Sacramento,230
2020-01-07,Toronto,-140,Portland,120
2020-01-08,Atlanta,280,Houston,-360
2020-01-08,Boston,-310,SanAntonio,250
2020-01-08,Charlotte,120,Toronto,-140
2020-01-08,Dallas,-185,Denver,155
2020-01-08,GoldenState,850,Milwaukee,-1500
2020-01-08,Indiana,-125,Miami,105
2020-01-08,NewOrleans,-160,Chicago,140
2020-01-08,Orlando,-500,Washington,375
2020-01-08,Utah,-1500,NewYork,850
2020-01-09,Detroit,-290,Cleveland,235
2020-01-09,Minnesota,-110,Portland,-110
2020-01-09,OklahomaCity,145,Houston,-170
2020-01-09,Philadelphia,-110,Boston,-110
2020-01-10,Brooklyn,155,Miami,-185
2020-01-10,Chicago,-115,Indiana,-105
2020-01-10,Dallas,-135,LALakers,115
2020-01-10,LAClippers,-1500,GoldenState,850
2020-01-10,Memphis,-110,SanAntonio,-110
2020-01-10,NewYork,150,NewOrleans,-180
2020-01-10,Phoenix,-170,Orlando,145
2020-01-10,Sacramento,375,Milwaukee,-500
2020-01-10,Utah,-900,Charlotte,600
2020-01-10,Washington,-105,Atlanta,-115
2020-01-11,Boston,-800,NewOrleans,550
2020-01-11,Dallas,-150,Philadelphia,130
2020-01-11,Denver,-1000,Cleveland,650
2020-01-11,Detroit,-170,Chicago,145
2020-01-11,Houston,-550,Minnesota,400
2020-01-11,OklahomaCity,-400,LALakers,300
2020-01-11,Portland,275,Milwaukee,-350
2020-01-12,Brooklyn,-230,Atlanta,192
2020-01-12,Denver,-115,LAClippers,-105
2020-01-12,Memphis,-260,GoldenState,215
2020-01-12,NewYork,274,Miami,-340
2020-01-12,Phoenix,-350,Charlotte,281
2020-01-12,Toronto,-160,SanAntonio,140
2020-01-12,Washington,303,Utah,-380
2020-01-13,Boston,-500,Chicago,384
2020-01-13,Detroit,-108,NewOrleans,-112
2020-01-13,Indiana,-130,Philadelphia,110
2020-01-13,LALakers,-1500,Cleveland,876
2020-01-13,Minnesota,120,OklahomaCity,-140
2020-01-13,Portland,-525,Charlotte,400
2020-01-13,Sacramento,-137,Orlando,117
2020-01-14,Atlanta,170,Phoenix,-200
2020-01-14,Brooklyn,115,Utah,-135
2020-01-14,GoldenState,274,Dallas,-340
2020-01-14,LAClippers,-1600,Cleveland,912
2020-01-14,Memphis,155,Houston,-180
2020-01-14,Milwaukee,-2400,NewYork,1150
2020-01-15,Boston,-500,Detroit,384
2020-01-15,Chicago,-175,Washington,151
2020-01-15,Denver,-1100,Charlotte,711
2020-01-15,Houston,-380,Portland,303
2020-01-15,LALakers,-620,Orlando,459
2020-01-15,Miami,-230,SanAntonio,192
2020-01-15,Minnesota,112,Indiana,-132
2020-01-15,OklahomaCity,-130,Toronto,110
2020-01-15,Philadelphia,-325,Brooklyn,263
2020-01-15,Sacramento,144,Dallas,-165
2020-01-16,GoldenState,145,Denver,-170
2020-01-16,LAClippers,-600,Orlando,425
2020-01-16,Milwaukee,-700,Boston,500
2020-01-16,NewOrleans,185,Utah,-230
2020-01-16,NewYork,115,Phoenix,-135
2020-01-17,Dallas,-360,Portland,280
2020-01-17,Indiana,-280,Minnesota,230
2020-01-17,Memphis,-440,Cleveland,340
2020-01-17,OklahomaCity,-105,Miami,-115
2020-01-17,Philadelphia,-370,Chicago,285
2020-01-17,SanAntonio,-450,Atlanta,350
2020-01-17,Toronto,-600,Washington,425
2020-01-18,Atlanta,100,Detroit,-120
2020-01-18,Boston,-200,Phoenix,170
2020-01-18,Brooklyn,450,Milwaukee,-650
2020-01-18,Chicago,-350,Cleveland,275
2020-01-18,GoldenState,200,Orlando,-250
2020-01-18,Houston,-160,LALakers,140
2020-01-18,Minnesota,155,Toronto,-185
2020-01-18,NewOrleans,190,LAClippers,-240
2020-01-18,NewYork,150,Philadelphia,-180
2020-01-18,OklahomaCity,-270,Portland,220
2020-01-18,Utah,-450,Sacramento,350
2020-01-19,Denver,-105,Indiana,-115
2020-01-19,SanAntonio,100,Miami,-120
2020-01-20,Atlanta,350,Toronto,-450
2020-01-20,Boston,140,LALakers,-160
2020-01-20,Brooklyn,120,Philadelphia,-140
2020-01-20,Charlotte,140,Orlando,-160
2020-01-20,Cleveland,100,NewYork,-120
2020-01-20,Houston,-310,OklahomaCity,250
2020-01-20,Memphis,-160,NewOrleans,140
2020-01-20,Miami,-155,Sacramento,135
2020-01-20,Milwaukee,-2500,Chicago,1100
2020-01-20,Minnesota,-160,Denver,140
2020-01-20,Phoenix,-190,SanAntonio,160
2020-01-20,Portland,-330,GoldenState,260
2020-01-20,Utah,-400,Indiana,300
2020-01-20,Washington,-110,Detroit,-110
2020-01-21,Dallas,-140,LAClippers,120
2020-01-22,Atlanta,170,LAClippers,-200
2020-01-22,Boston,-280,Memphis,230
2020-01-22,Chicago,-110,Minnesota,-110
2020-01-22,Detroit,105,Sacramento,-125
2020-01-22,GoldenState,350,Utah,-450
2020-01-22,Houston,-550,Denver,400
2020-01-22,Miami,-600,Washington,425
2020-01-22,NewOrleans,-160,SanAntonio,140
2020-01-22,NewYork,525,LALakers,-750
2020-01-22,Orlando,-140,OklahomaCity,120
2020-01-22,Phoenix,-105,Indiana,-115
2020-01-22,Toronto,-250,Philadelphia,200
2020-01-23,Brooklyn,200,LALakers,-250
2020-01-23,Cleveland,-140,Washington,120
2020-01-23,Portland,185,Dallas,-230
2020-01-24,Charlotte,800,Milwaukee,-1400
2020-01-24,Chicago,-130,Sacramento,110
2020-01-24,Detroit,105,Memphis,-125
2020-01-24,GoldenState,220,Indiana,-270
2020-01-24,Miami,115,LAClippers,-135
2020-01-24,Minnesota,200,Houston,-250
2020-01-24,NewOrleans,-180,Denver,150
2020-01-24,NewYork,325,Toronto,-425
2020-01-24,OklahomaCity,-400,Atlanta,300
2020-01-24,Orlando,-150,Boston,130
2020-01-24,SanAntonio,-200,Phoenix,170
2020-01-25,Cleveland,-115,Chicago,-105
2020-01-25,Detroit,120,Brooklyn,-140
2020-01-25,Minnesota,-125,OklahomaCity,105
2020-01-25,Philadelphia,185,LALakers,-230
2020-01-25,Utah,-210,Dallas,175
2020-01-26,Atlanta,-115,Washington,-105
2020-01-26,Denver,-140,Houston,120
2020-01-26,Memphis,-135,Phoenix,115
2020-01-26,NewOrleans,-125,Boston,105
2020-01-26,NewYork,-140,Brooklyn,120
2020-01-26,Orlando,135,LAClippers,-155
2020-01-26,Portland,-150,Indiana,130
2020-01-26,SanAntonio,145,Toronto,-170
2020-01-27,Chicago,-120,SanAntonio,100
2020-01-27,Detroit,-300,Cleveland,240
2020-01-27,Miami,-300,Orlando,240
2020-01-27,Minnesota,-155,Sacramento,135
2020-01-27,OklahomaCity,185,Dallas,-230
2020-01-27,Utah,-1600,Houston,900
2020-01-28,Charlotte,-120,NewYork,100
2020-01-28,Cleveland,290,NewOrleans,-380
2020-01-28,Dallas,-310,Phoenix,250
2020-01-28,Memphis,-125,Denver,105
2020-01-28,Miami,-135,Boston,115
2020-01-28,Milwaukee,-800,Washington,550
2020-01-28,Philadelphia,-1200,GoldenState,750
2020-01-28,Toronto,-1200,Atlanta,750
2020-01-29,Brooklyn,-250,Detroit,200
2020-01-29,Indiana,-425,Chicago,325
2020-01-29,NewYork,120,Memphis,-140
2020-01-29,Portland,180,Houston,-220
2020-01-29,Sacramento,120,OklahomaCity,-140
2020-01-29,SanAntonio,190,Utah,-240
2020-01-30,Atlanta,210,Philadelphia,-260
2020-01-30,Boston,-1200,GoldenState,750
2020-01-30,Cleveland,400,Toronto,-550
2020-01-30,Denver,130,Utah,-150
2020-01-30,LAClippers,-1500,Sacramento,850
2020-01-30,Washington,-180,Charlotte,150
2020-01-31,Brooklyn,-240,Chicago,190
2020-01-31,Detroit,150,Toronto,-180
2020-01-31,Houston,-380,Dallas,290
2020-01-31,LALakers,-1200,Portland,750
2020-01-31,Milwaukee,-1100,Denver,700
2020-01-31,NewOrleans,-330,Memphis,260
2020-01-31,Phoenix,-110,OklahomaCity,-110
2020-02-01,Boston,100,Philadelphia,-120
2020-02-01,Cleveland,-135,GoldenState,115
2020-02-01,Dallas,-200,Atlanta,170
2020-02-01,Indiana,-700,NewYork,500
2020-02-01,LAClippers,-650,Minnesota,450
2020-02-01,Orlando,120,Miami,-140
2020-02-01,Portland,220,Utah,-270
2020-02-01,Sacramento,240,LALakers,-300
2020-02-01,SanAntonio,-425,Charlotte,325
2020-02-01,Washington,110,Brooklyn,-130
2020-02-02,Detroit,125,Denver,-145
2020-02-02,Houston,-220,NewOrleans,180
2020-02-02,Milwaukee,-1000,Phoenix,650
2020-02-02,Toronto,-600,Chicago,425
2020-02-03,Atlanta,210,Boston,-260
2020-02-03,Brooklyn,-135,Phoenix,115
2020-02-03,Charlotte,175,Orlando,-210
2020-02-03,Cleveland,115,NewYork,-135
2020-02-03,Indiana,-220,Dallas,180
2020-02-03,LAClippers,-500,SanAntonio,375
2020-02-03,Memphis,-500,Detroit,375
2020-02-03,Miami,-140,Philadelphia,120
2020-02-03,Sacramento,-115,Minnesota,-105
2020-02-03,Washington,-270,GoldenState,220
2020-02-04,Denver,-185,Portland,155
2020-02-04,Houston,-1200,Charlotte,750
2020-02-04,LALakers,-700,SanAntonio,500
2020-02-04,NewOrleans,225,Milwaukee,-275
2020-02-05,Boston,-240,Orlando,190
2020-02-05,Brooklyn,-275,GoldenState,225
2020-02-05,Dallas,-200,Memphis,170
2020-02-05,Detroit,130,Phoenix,-150
2020-02-05,LAClippers,-275,Miami,225
2020-02-05,Minnesota,-190,Atlanta,160
2020-02-05,OklahomaCity,-1200,Cleveland,750
2020-02-05,Toronto,-240,Indiana,190
2020-02-05,Utah,-480,Denver,365
2020-02-06,Chicago,190,NewOrleans,-240
2020-02-06,LALakers,-275,Houston,225
2020-02-06,Milwaukee,-500,Philadelphia,375
2020-02-06,NewYork,145,Orlando,-170
2020-02-06,Portland,-160,SanAntonio,140
2020-02-07,Boston,-750,Atlanta,525
2020-02-07,Indiana,-120,Toronto,100
2020-02-07,OklahomaCity,-1000,Detroit,650
2020-02-07,Philadelphia,-240,Memphis,190
2020-02-07,Phoenix,120,Houston,-140
2020-02-07,Sacramento,-105,Miami,-115
2020-02-07,Utah,-500,Portland,375
2020-02-07,Washington,140,Dallas,-160
2020-02-08,Charlotte,140,Dallas,-160
2020-02-08,Detroit,105,NewYork,-125
2020-02-08,GoldenState,900,LALakers,-1600
2020-02-08,Indiana,-210,NewOrleans,175
2020-02-08,Minnesota,375,LAClippers,-500
2020-02-08,Orlando,300,Milwaukee,-400
2020-02-08,Phoenix,150,Denver,-180
2020-02-08,Sacramento,120,SanAntonio,-140
2020-02-08,Toronto,-265,Brooklyn,215
2020-02-09,Atlanta,-200,NewYork,170
2020-02-09,Cleveland,200,LAClippers,-250
2020-02-09,Houston,-145,Utah,125
2020-02-09,OklahomaCity,105,Boston,-125
2020-02-09,Philadelphia,-675,Chicago,475
2020-02-09,Portland,-220,Miami,180
2020-02-09,Washington,125,Memphis,-145
2020-02-10,Dallas,-110,Utah,-110
2020-02-10,Denver,-300,SanAntonio,240
2020-02-10,Detroit,-170,Charlotte,145
2020-02-10,GoldenState,240,Miami,-300
2020-02-10,Indiana,-275,Brooklyn,225
2020-02-10,LALakers,-1100,Phoenix,700
2020-02-10,Milwaukee,-600,Sacramento,425
2020-02-10,Orlando,-400,Atlanta,300
2020-02-10,Toronto,-360,Minnesota,280
2020-02-11,Houston,-135,Boston,115
2020-02-11,NewOrleans,-150,Portland,130
2020-02-11,OklahomaCity,-360,SanAntonio,280
2020-02-11,Philadelphia,100,LAClippers,-120
2020-02-11,Washington,-170,Chicago,145
2020-02-12,Brooklyn,150,Toronto,-180
2020-02-12,Cleveland,130,Atlanta,-150
2020-02-12,Dallas,-400,Sacramento,300
2020-02-12,Denver,125,LALakers,-145
2020-02-12,Indiana,-130,Milwaukee,110
2020-02-12,Memphis,-160,Portland,140
2020-02-12,Minnesota,-270,Charlotte,220
2020-02-12,NewYork,-150,Washington,130
2020-02-12,Orlando,-280,Detroit,230
2020-02-12,Phoenix,-300,GoldenState,240
2020-02-12,Utah,-190,Miami,160
2020-02-13,Boston,-115,LAClippers,-105
2020-02-13,NewOrleans,-180,OklahomaCity,150
2020-02-20,Atlanta,200,Miami,-250
2020-02-20,Chicago,-190,Charlotte,160
2020-02-20,Detroit,700,Milwaukee,-1100
2020-02-20,GoldenState,375,Houston,-500
2020-02-20,Philadelphia,-275,Brooklyn,225
2020-02-20,Sacramento,105,Memphis,-125
2020-02-21,LALakers,-650,Memphis,450
2020-02-21,Minnesota,280,Boston,-360
2020-02-21,NewYork,235,Indiana,-290
2020-02-21,OklahomaCity,-130,Denver,110
2020-02-21,Orlando,160,Dallas,-190
2020-02-21,Portland,205,NewOrleans,-255
2020-02-21,Toronto,-380,Phoenix,290
2020-02-21,Utah,-300,SanAntonio,240
2020-02-21,Washington,-255,Cleveland,205
2020-02-22,Atlanta,-135,Dallas,115
2020-02-22,Charlotte,160,Brooklyn,-190
2020-02-22,Chicago,130,Phoenix,-150
2020-02-22,LAClippers,-450,Sacramento,350
2020-02-22,Miami,-1100,Cleveland,700
2020-02-22,Milwaukee,-470,Philadelphia,360
2020-02-22,Utah,-130,Houston,110
2020-02-23,Chicago,140,Washington,-160
2020-02-23,Denver,-1500,Minnesota,850
2020-02-23,GoldenState,425,NewOrleans,-600
2020-02-23,LALakers,-330,Boston,260
2020-02-23,OklahomaCity,-220,SanAntonio,180
2020-02-23,Portland,-230,Detroit,185
2020-02-23,Toronto,-210,Indiana,175
2020-02-24,Brooklyn,-170,Orlando,145
2020-02-24,Cleveland,215,Miami,-265
2020-02-24,Dallas,-1200,Minnesota,750
2020-02-24,Houston,-1000,NewYork,650
2020-02-24,LAClippers,-675,Memphis,475
2020-02-24,Philadelphia,-400,Atlanta,300
2020-02-24,Utah,-400,Phoenix,300
2020-02-24,Washington,775,Milwaukee,-1300
2020-02-25,Chicago,280,OklahomaCity,-360
2020-02-25,Denver,-1200,Detroit,750
2020-02-25,GoldenState,255,Sacramento,-320
2020-02-25,Indiana,-800,Charlotte,550
2020-02-25,LALakers,-340,NewOrleans,270
2020-02-25,Portland,240,Boston,-300
2020-02-25,Toronto,-110,Milwaukee,-110
2020-02-26,Atlanta,120,Orlando,-140
2020-02-26,Charlotte,115,NewYork,-135
2020-02-26,Cleveland,275,Philadelphia,-350
2020-02-26,Houston,-800,Memphis,550
2020-02-26,Miami,-800,Minnesota,550
2020-02-26,Phoenix,260,LAClippers,-330
2020-02-26,SanAntonio,150,Dallas,-180
2020-02-26,Utah,-220,Boston,180
2020-02-26,Washington,105,Brooklyn,-125
2020-02-27,GoldenState,425,LALakers,-600
2020-02-27,Indiana,-550,Portland,400
2020-02-27,OklahomaCity,-360,Sacramento,280
2020-02-27,Philadelphia,-330,NewYork,260
2020-02-28,Atlanta,120,Brooklyn,-140
2020-02-28,LAClippers,-275,Denver,225
2020-02-28,Memphis,-135,Sacramento,115
2020-02-28,Miami,-145,Dallas,125
2020-02-28,Milwaukee,-650,OklahomaCity,450
2020-02-28,NewOrleans,-1000,Cleveland,650
2020-02-28,Orlando,-360,Minnesota,280
2020-02-28,Phoenix,-425,Detroit,325
2020-02-28,Toronto,-1400,Charlotte,800
2020-02-28,Utah,-600,Washington,425
2020-02-29,Atlanta,-130,Portland,110
2020-02-29,Boston,-110,Houston,-110
2020-02-29,Cleveland,350,Indiana,-450
2020-02-29,Memphis,500,LALakers,-700
2020-02-29,Miami,-330,Brooklyn,260
2020-02-29,NewYork,-140,Chicago,120
2020-02-29,Phoenix,-550,GoldenState,400
2020-02-29,SanAntonio,-185,Orlando,155
2020-03-01,Charlotte,750,Milwaukee,-1200
2020-03-01,Denver,-140,Toronto,120
2020-03-01,GoldenState,250,Washington,-310
2020-03-01,LAClippers,-2000,Philadelphia,1000
2020-03-01,Minnesota,210,Dallas,-260
2020-03-01,NewOrleans,-135,LALakers,115
2020-03-01,Sacramento,-550,Detroit,400
2020-03-02,Atlanta,-140,Memphis,120
2020-03-02,Chicago,220,Dallas,-270
2020-03-02,Cleveland,450,Utah,-650
2020-03-02,Miami,175,Milwaukee,-210
2020-03-02,NewYork,425,Houston,-600
2020-03-02,Orlando,-275,Portland,225
2020-03-02,SanAntonio,120,Indiana,-140
2020-03-03,Boston,-280,Brooklyn,230
2020-03-03,Charlotte,145,SanAntonio,-170
2020-03-03,Denver,-3000,GoldenState,1200
2020-03-03,LALakers,-1000,Philadelphia,650
2020-03-03,NewOrleans,-650,Minnesota,450
2020-03-03,OklahomaCity,170,LAClippers,-200
2020-03-03,Phoenix,145,Toronto,-170
2020-03-03,Sacramento,-240,Washington,190
2020-03-04,Brooklyn,-115,Memphis,-105
2020-03-04,Cleveland,145,Boston,-170
2020-03-04,Dallas,-280,NewOrleans,230
2020-03-04,Detroit,300,OklahomaCity,-400
2020-03-04,Miami,-300,Orlando,240
2020-03-04,Milwaukee,-700,Indiana,500
2020-03-04,Minnesota,-130,Chicago,110
2020-03-04,NewYork,300,Utah,-400
2020-03-04,Portland,-360,Washington,280
2020-03-05,Charlotte,400,Denver,-550
2020-03-05,GoldenState,350,Toronto,-450
2020-03-05,Houston,100,LAClippers,-120
2020-03-05,Sacramento,-230,Philadelphia,185
2020-03-06,Boston,-125,Utah,105
2020-03-06,Brooklyn,-140,SanAntonio,120
2020-03-06,Chicago,115,Indiana,-135
2020-03-06,Dallas,-310,Memphis,250
2020-03-06,LALakers,-125,Milwaukee,105
2020-03-06,Minnesota,125,Orlando,-145
2020-03-06,NewOrleans,-125,Miami,105
2020-03-06,NewYork,200,OklahomaCity,-250
2020-03-06,Phoenix,140,Portland,-160
2020-03-06,Washington,-230,Atlanta,185
2020-03-07,Charlotte,300,Houston,-400
2020-03-07,Cleveland,400,Denver,-550
2020-03-07,Detroit,300,Utah,-400
2020-03-07,GoldenState,145,Philadelphia,-170
2020-03-07,Memphis,-270,Atlanta,220
2020-03-07,Portland,-130,Sacramento,110
2020-03-08,Boston,-280,OklahomaCity,230
2020-03-08,Brooklyn,-280,Chicago,230
2020-03-08,Cleveland,160,SanAntonio,-190
2020-03-08,Dallas,-275,Indiana,225
2020-03-08,Houston,-400,Orlando,300
2020-03-08,LAClippers,-150,LALakers,130
2020-03-08,Minnesota,260,NewOrleans,-330
2020-03-08,NewYork,-230,Detroit,185
2020-03-08,Phoenix,225,Milwaukee,-275
2020-03-08,Sacramento,170,Toronto,-200
2020-03-08,Washington,190,Miami,-240
2020-03-09,Atlanta,-200,Charlotte,170
2020-03-09,Denver,-330,Milwaukee,260
2020-03-09,Utah,-260,Toronto,210
2020-03-10,Chicago,-180,Cleveland,150
2020-03-10,GoldenState,575,LAClippers,-850
2020-03-10,Houston,-900,Minnesota,600
2020-03-10,Indiana,130,Boston,-150
2020-03-10,LALakers,-1000,Brooklyn,650
2020-03-10,Memphis,-130,Orlando,110
2020-03-10,Portland,-250,Phoenix,200
2020-03-10,SanAntonio,150,Dallas,-180
2020-03-10,Washington,-220,NewYork,180
2020-03-11,Atlanta,-250,NewYork,200
2020-03-11,Dallas,120,Denver,-140
2020-03-11,Miami,-700,Charlotte,500
2020-03-11,Philadelphia,-800,Detroit,550
